,DOI,abbrev,auths,titl,yr
19345,key-10.3201/eid2607.200574-202006161500-R14,unparseable (1900),unparseable,unparseable,1900
19346,key-10.3201/eid2607.200574-202006161500-R15,Hoehl (2020),Hoehl,"Evidence of SARS-CoV-2 infection in returning travelers from Wuhan, China.",2020
19347,key-10.3201/eid2607.200574-202006161500-R16,unparseable (1900),unparseable,unparseable,1900
19348,key-10.3201/eid2607.200574-202006161500-R17,unparseable (1900),unparseable,unparseable,1900
19349,key-10.3201/eid2607.200574-202006161500-R18,Meyer (2018),Meyer,Taiwan’s annual seasonal influenza mass vaccination program—lessons for pandemic planning.,2018
19350,key-10.3201/eid2607.200574-202006161500-R19,unparseable (1900),unparseable,unparseable,1900
19351,key-10.3201/eid2607.200574-202006161500-R20,unparseable (1900),unparseable,unparseable,1900
19352,key-10.3201/eid2607.200574-202006161500-R21,unparseable (1900),unparseable,unparseable,1900
19353,key-10.3201/eid2607.200574-202006161500-R22,unparseable (1900),unparseable,unparseable,1900
19354,key-10.3201/eid2607.200574-202006161500-R23,unparseable (1900),unparseable,unparseable,1900
19355,key-10.3201/eid2607.200574-202006161500-R24,unparseable (1900),unparseable,unparseable,1900
19356,10.1016/j.chaos.2020.109828,Bekiros S & Kouloumpou (2020),"Bekiros S., Kouloumpou D.",SBDiEM: A new mathematical model of infectious disease dynamics,2020
19357,10.1016/j.chaos.2020.109828_bib0001,unparseable (1900),unparseable,unparseable,1900
19358,10.1016/j.chaos.2020.109828_bib0002,Zhou (2020),Zhou,A pneumonia outbreak associated with a new coronavirus of probable bat origin,2020
19359,10.1016/j.chaos.2020.109828_bib0003,Li (2020),Li,"Early transmission dynamics in Wuhan, China, of novel coronavirus-infected pneumonia",2020
19360,10.1016/j.chaos.2020.109828_bib0004,Huang (2020),Huang,Clinical features of patients infected with 2019 novel coronavirus in Wuhan,2020
19361,10.1016/j.chaos.2020.109828_bib0005,Chan (2020),Chan,A familial cluster of pneumonia associated with the 2019 novel coronavirus indicating person-to-person transmission: a study of a family cluster,2020
19362,10.1016/j.chaos.2020.109828_bib0006,Zhu (2020),Zhu,A novel coronavirus from patients with pneumonia in China 2019,2020
19363,10.1016/j.chaos.2020.109828_bib0007,Bogoch (2020),Bogoch,"Pneumonia of unknown etiology in Wuhan, China: potential for international spread via commercial air travel",2020
19364,10.1016/j.chaos.2020.109828_bib0008,Wu (2020),Wu,"Nowcasting and forecasting the potential domestic and international spread of the 2019-nCoV outbreak originating in Wuhan, China: a modelling study",2020
19365,10.1016/j.chaos.2020.109828_bib0009,Zhao (2020),Zhao,"Preliminary estimation of the basic reproduction number of novel coronavirus (2019-nCoV) in China, from 2019 to 2020: a data-driven analysis in the early phase of the outbreak",2020
19366,10.1016/j.chaos.2020.109828_bib0010,Zhao (2020),Zhao,Estimating the unreported number of novel coronavirus (2019-nCoV) cases in China in the first half of january 2020: a data-driven modelling analysis of the early outbreak,2020
19367,10.1016/j.chaos.2020.109828_bib0011,Cauchemez (2009),Cauchemez,Household transmission of 2009 pandemic influenza a (H1N1) virus in the United States,2009
19368,10.1016/j.chaos.2020.109828_bib0012,Cauchemez (2014),Cauchemez,"Middle east respiratory syndrome coronavirus: quantification of the extent of the epidemic, surveillance biases, and transmissibility",2014
19369,10.1016/j.chaos.2020.109828_bib0013,Cauchemez (2016),Cauchemez,Unraveling the drivers of MERS-CoV transmission,2016
19370,10.1016/j.chaos.2020.109828_bib0014,Riley (2003),Riley,Transmission dynamics of the etiological agent of SARS in Hong Kong: impact of public health interventions,2003
19371,10.1016/j.chaos.2020.109828_bib0015,WHO (2014),WHO,Ebola virus disease in West Africa — the first 9 months of the epidemic and forward projections,2014
19372,10.1016/j.chaos.2020.109828_bib0016,Cugola (2016),Cugola,The brazilian Zika virus strain causes birth defects in experimental models,2016
19373,10.1016/j.chaos.2020.109828_bib0017,Anderson (1992),Anderson,"{'key': '10.1016/j.chaos.2020.109828_bib0017', 'author': 'Anderson', 'volume': '28', 'year': '1992', 'series-title': 'Infectious diseases of humans: dynamics and control'}",1992
19374,10.1016/j.chaos.2020.109828_bib0018,Noh (2004),Noh,Random Walks on Complex Networks,2004
19375,10.1016/j.chaos.2020.109828_bib0019,Draief (2010),Draief,"{'key': '10.1016/j.chaos.2020.109828_bib0019', 'author': 'Draief', 'year': '2010', 'series-title': 'Epidemics and rumours in complex networks'}",2010
19376,10.1016/j.chaos.2020.109828_bib0020,Bonaventura (2014),Bonaventura,Characteristic times of biased random walks on complex networks,2014
19377,10.1016/j.chaos.2020.109828_sbref0020,Klebaner (2004),Klebaner,"{'key': '10.1016/j.chaos.2020.109828_sbref0020', 'author': 'Klebaner', 'year': '2004', 'series-title': 'Introduction to Stochastic Calculus with Applications'}",2004
19378,10.1016/j.chaos.2020.109828_bib0022,Bernoulli (1766),Bernoulli,Essai d’une nouvelle analyse de la mortalité caus ée par la petite vérole,1766
19379,10.1016/j.chaos.2020.109828_sbref0022,Dietz (2002),Dietz,Daniel bernoulli’s epidemiological model revisited,2002
19380,10.1016/j.chaos.2020.109828_bib0024,Lambert (1772),Lambert,Die toedlichkeit der kinderblattern. beytrage zum gebrauche der mathematik und deren anwendung,1772
19381,10.1016/j.chaos.2020.109828_bib0025,Laplace (1812),Laplace,"{'key': '10.1016/j.chaos.2020.109828_bib0025', 'author': 'Laplace', 'year': '1812', 'series-title': 'Theorie analytique des probabilites'}",1812
19382,10.1016/j.chaos.2020.109828_bib0026,Ross (1911),Ross,"{'key': '10.1016/j.chaos.2020.109828_bib0026', 'author': 'Ross', 'first-page': '651', 'year': '1911', 'series-title': 'The prevention of malaria'}",1911
19383,10.1016/j.chaos.2020.109828_sbref0026,Smith (2012),Smith,"Ross-macdonald, and a theory for the dynamics and control of mosquito-transmitted pathogens",2012
19384,10.1016/j.chaos.2020.109828_bib0028,Kermack (1927),Kermack,A contribution to the mathematical theory of epidemics,1927
19385,10.1016/j.chaos.2020.109828_bib0029,Kermack (1927),Kermack,Contribution to the mathematical theory of epidemics,1927
19386,10.1016/j.chaos.2020.109828_bib0030,Kermack (1932),Kermack,"{'key': '10.1016/j.chaos.2020.109828_bib0030', 'author': 'Kermack', 'volume': '138', 'first-page': '55', 'year': '1932', 'series-title': 'Contributions to the mathematical theory of epidemics, part II'}",1932
19387,10.1016/j.chaos.2020.109828_bib0031,Kermack (1933),Kermack,"{'key': '10.1016/j.chaos.2020.109828_bib0031', 'author': 'Kermack', 'volume': '141', 'first-page': '94', 'year': '1933', 'series-title': 'Contributions to the mathematical theory of epidemics, part III'}",1933
19388,10.1016/j.chaos.2020.109828_bib0032,Guldberg (1864),Guldberg,"{'key': '10.1016/j.chaos.2020.109828_bib0032', 'author': 'Guldberg', 'first-page': '111', 'year': '1864', 'series-title': 'Studies concerning affinity'}",1864
19389,10.1016/j.chaos.2020.109828_sbref0032,Blower (2004),Blower,An attempt at a new analysis of the mortality caused by smallpox and of the advantages of inoculation to prevent it 1766,2004
19390,10.1016/j.chaos.2020.109828_bib0034,Bartlett (1960),Bartlett,The critical community size for measles in the United States,1960
19391,10.1016/j.chaos.2020.109828_bib0035,Bailey (1957),Bailey,"{'key': '10.1016/j.chaos.2020.109828_bib0035', 'author': 'Bailey', 'year': '1957', 'series-title': 'The mathematical theory of infectious diseases and its application'}",1957
19392,10.1016/j.chaos.2020.109828_bib0036,Anderson (1991),Anderson,Infectious diseases of humans,1991
19393,10.1016/j.chaos.2020.109828_sbref0036,Enko (1889),Enko,On the course of epidemics of some infectious diseases,1889
19394,10.1016/j.chaos.2020.109828_sbref0037,Enko (1989),Enko,On the course of epidemics of some infectious diseases,1989
19395,10.1016/j.chaos.2020.109828_bib0039,Dietz (1988),Dietz,The first epidemic model: a historical note on P.D,1988
19396,10.1016/j.chaos.2020.109828_sbref0039,Frost (1976),Frost,Some conceptions of epidemics in general by wade hampton frost,1976
19397,10.1016/j.chaos.2020.109828_bib0041,Xing (2017),Xing,Assessing reappearance factors OF H7N9 avian influenza in China,2017
19398,10.1016/j.chaos.2020.109828_sbref0041,Lee (2016),Lee,"{'key': '10.1016/j.chaos.2020.109828_sbref0041', 'author': 'Lee', 'volume': '2016', 'first-page': '743', 'year': '2016', 'series-title': 'A compartmental model for zika virus with dynamic human and vector populations. AMIA'}",2016
19399,10.1016/j.chaos.2020.109828_bib0043,Sun (2017),Sun,Transmission dynamics of cholera: mathematical modeling and control strategies,2017
19400,10.1016/j.chaos.2020.109828_bib0044,Nishiura (2016),Nishiura,Transmission potential of Zika virus infection in the south pacific,2016
19401,10.1016/j.chaos.2020.109828_bib0045,Khan (2015),Khan,Mathematical analysis of typhoid model with saturated incidence rate,2015
19402,10.1016/j.chaos.2020.109828_bib0046,Gui (2017),Gui,Dynamic behaviors of a modified SIR model in epidemic diseases using nonlinear incidence and recovery rates,2017
19403,10.1016/j.chaos.2020.109828_bib0047,Li (2014),Li,Transmission dynamics of a multi-group brucellosis model with mixed cross infection in public farm,2014
19404,10.1016/j.chaos.2020.109828_bib0048,Yua (2016),Yua,Complex dynamics in biological systems arising from multiple limit cycle bifurcation,2016
19405,10.1016/j.chaos.2020.109828_bib0049,Shi (2011),Shi,Analysis of a differential equation model of HIV infection of CD4 + T-cells with saturated reverse function,2011
19406,10.1016/j.chaos.2020.109828_bib0050,Bonyah (2014),Bonyah,A theoretical model for the transmission dynamics of the Buruli ulcer with saturated treatment,2014
19407,10.1016/j.chaos.2020.109828_bib0051,Zhang (2014),Zhang,Analysis of an SEIR epidemic model with saturated incidence and saturated treatment function,2014
19408,10.1016/j.chaos.2020.109828_bib0052,Daley (2005),Daley,"{'key': '10.1016/j.chaos.2020.109828_bib0052', 'author': 'Daley', 'year': '2005', 'series-title': 'Epidemic modeling: an introduction'}",2005
19409,10.1016/j.chaos.2020.109828_bib0053,Brauer (2001),Brauer,"{'key': '10.1016/j.chaos.2020.109828_bib0053', 'author': 'Brauer', 'year': '2001', 'series-title': 'Mathematical models in population biology and epidemiology'}",2001
19410,10.1016/j.chaos.2020.109828_bib0054,Keeling (2002),Keeling,"Understanding the persistence of measles: reconciling theory, simulation and observation",2002
19411,10.1016/j.chaos.2020.109828_bib0055,Lloyd (2001),Lloyd,Destabilization of epidemic models with the inclusion of realistic distributions of infectious periods,2001
19412,10.1016/j.chaos.2020.109828_bib0056,Wearing (2005),Wearing,Appropriate models for the management of infectious diseases,2005
19413,10.1016/j.chaos.2020.109828_bib0057,Grossman (1980),Grossman,Oscillatory phenomena in a model of infectious diseases,1980
19414,10.1016/j.chaos.2020.109828_bib0058,Siettos (2013),Siettos,Mathematical modelling of infectious disease dynamics,2013
19415,10.1016/j.chaos.2020.109828_sbref0058,Serfling (1963),Serfling,Methods for current statistical analysis of excess pneumonia-influenza deaths,1963
19416,10.1016/j.chaos.2020.109828_sbref0059,Stroup (1988),Stroup,Application of multiple time series analysis to the estimation of pneumonia and influenza mortality by age 1962-1983,1988
19417,10.1016/j.chaos.2020.109828_sbref0060,Costagliola (1994),Costagliola,When is the epidemic warning cut-off point exceeded?,1994
19418,10.1016/j.chaos.2020.109828_bib0062,Greenland (2005),Greenland,Regression methods for epidemiologic analysis,2005
19419,10.1016/j.chaos.2020.109828_sbref0062,Pelat (2007),Pelat,Online detection and quantification of epidemics,2007
19420,10.1016/j.chaos.2020.109828_bib0064,Dafni (2004),Dafni,Algorithm for statistical detection of peaks-syndromic surveillance system for the athens 2004 olympic games,2004
19421,10.1016/j.chaos.2020.109828_sbref0064,Choi (1981),Choi,"An evaluation of influenza mortality surveillance, 1962-1979. i. time series forecasts of expected pneumonia and influenza deaths",1981
19422,10.1016/j.chaos.2020.109828_sbref0065,Abeku (2002),Abeku,Forecasting malaria incidence from historical morbidity patterns in epidemicprone areas of ethiopia: a simple seasonal adjustment method performs best,2002
19423,10.1016/j.chaos.2020.109828_sbref0066,Soebiyanto (2010),Soebiyanto,Modeling and predicting seasonal influenza transmission in warm regions using climatological parameters,2010
19424,10.1016/j.chaos.2020.109828_sbref0067,Nunes (2011),Nunes,"Excess mortality associated with influenza epidemics in portugal, 1980 to 2004",2011
19425,10.1016/j.chaos.2020.109828_bib0069,Page (1954),Page,Continuous inspection scheme,1954
19426,10.1016/j.chaos.2020.109828_sbref0069,Raubertas (1989),Raubertas,An analysis of disease surveillance data that uses the geographic locations of the reporting units,1989
19427,10.1016/j.chaos.2020.109828_sbref0070,Cowling (2006),Cowling,Methods for monitoring influenza surveillance data,2006
19428,10.1016/j.chaos.2020.109828_bib0072,Höhle (2008),Höhle,Count data regression charts for the monitoring of surveillance time series,2008
19429,10.1016/j.chaos.2020.109828_sbref0072,Watkins (2008),Watkins,Applying cusum-based methods for the detection of outbreaks of ross river virus disease in western australia,2008
19430,10.1016/j.chaos.2020.109828_sbref0073,Spanos (2012),Spanos,"Surveillance of community outbreaks of respiratory tract infections based on house-call visits in the metropolitan area of athens, greece",2012
19431,10.1016/j.chaos.2020.109828_bib0075,Roberts (1959),Roberts,Control chart tests based on geometric moving averages,1959
19432,10.1016/j.chaos.2020.109828_sbref0075,Elbert (2009),Elbert,Development and evaluation of a data-adaptive alerting algorithm for univariate temporal biosurveillance data,2009
19433,10.1016/j.chaos.2020.109828_sbref0076,Le Strat (1999),Le Strat,Monitoring epidemiologic surveillance data using hidden markov models,1999
19434,10.1016/j.chaos.2020.109828_bib0078,Rath (2003),Rath,"{'key': '10.1016/j.chaos.2020.109828_bib0078', 'author': 'Rath', 'year': '2003', 'series-title': 'Automated detection of influenza epidemics with hidden Markov models'}",2003
19435,10.1016/j.chaos.2020.109828_sbref0078,Anderson (1979),Anderson,Population biology of infectious diseases: Part i,1979
19436,10.1016/j.chaos.2020.109828_bib0080,Brauder (2001),Brauder,"{'key': '10.1016/j.chaos.2020.109828_bib0080', 'author': 'Brauder', 'year': '2001', 'series-title': 'Mathematical models in population biology and epidemiology'}",2001
19437,10.1016/j.chaos.2020.109828_bib0081,Murray (2002),Murray,"{'key': '10.1016/j.chaos.2020.109828_bib0081', 'author': 'Murray', 'year': '2002', 'series-title': 'Mathematical biology II'}",2002
19438,10.1016/j.chaos.2020.109828_bib0082,unparseable (1900),unparseable,unparseable,1900
19439,10.1016/j.chaos.2020.109828_bib0083,Severo (1969),Severo,Generalizations of some stochastic epidemic models,1969
19440,10.1016/j.chaos.2020.109828_sbref0082,Prosperi (2009),Prosperi,Stochastic modelling of genotypic drug-resistance for human immunodeficiency virus towards long-term combination therapy optimization,2009
19441,10.1016/j.chaos.2020.109828_sbref0083,Vardavas (2007),Vardavas,The emergence of HIV transmitted resistance in botswana: ”when will the WHO detection threshold be exceeded?”,2007
